"OTU","Sample","Abundance","sample","collection_date","source","sample_type","source_id","treat","pool","pi","exp_number","sample_number","sample_description","primer","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV42","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV32","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV33","P2024.198.515rcbc1.181",4,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV29","P2024.198.515rcbc1.181",2,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV20","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV18","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV19","P2024.198.515rcbc1.181",3,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV23","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV24","P2024.198.515rcbc1.181",1,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV25","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV30","P2024.198.515rcbc1.181",18,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV31","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV41","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV36","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV34","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV35","P2024.198.515rcbc1.181",52,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV17","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unknown"
"ASV4","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_unknown"
"ASV43","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"ASV6","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV7","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV8","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV12","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV9","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV10","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV50","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter"
"ASV49","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"ASV0","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"ASV1","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"ASV178","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"ASV179","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"ASV62","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcaceae_unknown"
"ASV191","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"ASV190","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus"
"ASV209","P2024.198.515rcbc1.181",7,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV210","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV208","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV182","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"ASV180","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unknown"
"ASV212","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"ASV213","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Faecalibaculum"
"ASV214","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Faecalibaculum"
"ASV216","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"ASV215","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"ASV217","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"ASV219","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Bacilli","RF39","RF39_unknown","RF39_unknown"
"ASV177","P2024.198.515rcbc1.181",13,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV168","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus"
"ASV169","P2024.198.515rcbc1.181",19,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobiaceae_unknown"
"ASV57","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown"
"ASV54","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown"
"ASV55","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown"
"ASV56","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown"
"ASV211","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Candidatus.Arthromitus"
"ASV65","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown"
"ASV176","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown"
"ASV165","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown"
"ASV175","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown"
"ASV193","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown"
"ASV63","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_unknown"
"ASV88","P2024.198.515rcbc1.181",12,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown"
"ASV89","P2024.198.515rcbc1.181",4,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown"
"ASV147","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown"
"ASV148","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown"
"ASV96","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown"
"ASV113","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown"
"ASV95","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown"
"ASV129","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown"
"ASV116","P2024.198.515rcbc1.181",0,"P2024.198.515rcbc1.181",2024,"Murine","Feces","C3","Colistin","P2024.198","Jian.Wen","Impact.of.gut.microbiota.on.liver.macrophages.batch2",8,"C3","515rcbc1.181","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown"
